Product ID,Product Name,Predicted_Profit,Pred_High_Seller
OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",10.47756,0
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,29.652342,0
OFF-PA-10004248,Xerox 1990,8.691565,0
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",13.075285,0
OFF-AR-10002335,DIXON Oriole Pencils,2.3344142,0
OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",20.617891,0
FUR-FU-10002963,"Master Caster Door Stop, Gray",5.8682146,0
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",20.19246,1
OFF-PA-10001878,Xerox 1891,45.17638,0
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,6.99802,0
FUR-CH-10000785,Global Ergonomic Managers Chair,64.31975,1
TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,19.144648,0
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,78.78559,1
FUR-FU-10002963,"Master Caster Door Stop, Gray",-5.089387,0
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,48.97148,0
OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,7.814352,0
TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,11.397134,0
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,45.692856,0
OFF-PA-10000528,Xerox 1981,14.479333,0
TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",3.1300697,0
OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",29.454998,0
OFF-PA-10001166,Xerox 2,5.8972893,0
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,12.879102,0
OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,9.948275,0
TEC-PH-10000307,Shocksock Galaxy S4 Armband,1.5854603,0
FUR-TA-10001039,KI Adjustable-Height Table,52.914238,1
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",12.462634,0
OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",10.542216,0
OFF-PA-10001033,Xerox 1893,116.24595,0
OFF-BI-10003707,Aluminum Screw Posts,26.438194,0
OFF-LA-10000081,Avery 496,2.6499069,0
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",0.22755535,0
OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",-182.85786,0
OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,0.70416915,0
TEC-AC-10004396,Logitech Keyboard K120,6.5066795,0
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",23.12344,1
OFF-PA-10002262,Xerox 192,12.790195,0
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",29.767311,0
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,7.90536,0
OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",19.892345,0
TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,13.317514,0
FUR-CH-10004860,Global Low Back Tilter Chair,39.432713,0
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,-3.7468061,0
FUR-BO-10002824,Bush Mission Pointe Library,25.694365,0
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,-131.26009,1
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",69.38042,0
TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,111.140564,0
OFF-ST-10003442,Eldon Portable Mobile Manager,1.5385509,0
OFF-BI-10004632,GBC Binding covers,41.039463,0
TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,-410.23688,1
TEC-AC-10001109,Logitech Trackman Marble Mouse,6.6254435,0
OFF-AP-10000027,Hoover Commercial SteamVac,-12.432427,0
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,6.471549,0
OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',-20.32368,0
TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,13.5884495,0
OFF-AR-10004062,Staples,9.038862,0
TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,34.983482,0
OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",10.184982,0
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",29.800756,0
FUR-FU-10001940,Staples,1.8870823,0
OFF-LA-10002312,Avery 490,12.003511,0
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,54.732933,0
OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",9.973818,0
OFF-PA-10001471,Strathmore Photo Frame Cards,10.985233,0
OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-14.705418,0
OFF-SU-10001225,Staples,2.8987103,0
OFF-PA-10001972,Xerox 214,19.503544,0
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,11.632888,0
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",3.1839738,0
OFF-ST-10000876,Eldon Simplefile Box Office,10.455706,0
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",-51.395084,0
OFF-AP-10001293,Belkin 8 Outlet Surge Protector,97.60518,0
TEC-PH-10003691,BlackBerry Q10,299.22525,1
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,27.882029,0
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,14.129924,0
OFF-ST-10000321,Akro Stacking Bins,4.1132946,0
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,9.895846,0
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,23.923088,0
OFF-ST-10004507,Advantus Rolling Storage Box,14.254416,0
OFF-PA-10003441,Xerox 226,14.7236395,0
OFF-PA-10001804,Xerox 195,3.5690715,0
OFF-BI-10004364,Storex Dura Pro Binders,-6.1120777,0
OFF-FA-10004838,"Super Bands, 12/Pack",0.8615372,0
TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,190.78128,1
OFF-AR-10004582,BIC Brite Liner Grip Highlighters,2.1022077,0
OFF-AP-10001366,Staples,5.289898,0
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.485633,0
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",10.753244,0
OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,-3.366341,0
OFF-LA-10004093,Avery 486,10.235721,0
TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,-4.3585777,0
FUR-TA-10002533,BPI Conference Tables,-139.02362,1
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",-4.619052,0
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",29.00641,0
TEC-PH-10002200,Samsung Galaxy Note 2,298.59918,1
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,13.882446,0
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,2.0613897,0
OFF-BI-10000301,GBC Instant Report Kit,-4.392336,0
OFF-ST-10002554,Tennsco Industrial Shelving,-15.550632,0
TEC-PH-10001363,Apple iPhone 5S,615.4821,1
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,-6.9234247,0
OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-3.7003145,0
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,88.28989,1
FUR-CH-10002320,Hon Pagoda Stacking Chairs,158.26999,1
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",2.8020728,0
OFF-FA-10002988,Ideal Clamps,7.3685083,0
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",5.9081593,1
TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,10.036796,0
OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",19.802626,0
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",-60.707737,0
FUR-CH-10000785,Global Ergonomic Managers Chair,213.87933,1
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,16.90348,0
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,31.748936,0
OFF-BI-10000773,Insertable Tab Post Binder Dividers,4.9809637,0
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,-417.00128,1
FUR-FU-10004351,Staples,4.119664,0
FUR-CH-10000785,Global Ergonomic Managers Chair,140.88756,1
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,298.82446,1
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,-13.049774,0
OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,7.192855,0
OFF-AR-10002445,SANFORD Major Accent Highlighters,11.590967,0
OFF-LA-10004689,Avery 512,5.9519415,0
FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,35.025112,0
OFF-ST-10000321,Akro Stacking Bins,2.2876189,0
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",1.7298224,0
OFF-PA-10002333,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",8.262909,0
OFF-LA-10001569,Avery 499,5.5513678,0
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,46.336105,0
OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,4.8446217,0
TEC-PH-10004908,Panasonic KX TS3282W Corded phone,23.631586,0
OFF-PA-10002986,Xerox 1898,16.754982,0
TEC-PH-10000369,HTC One Mini,41.32108,1
OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,50.162148,0
OFF-PA-10002787,Xerox 227,6.435955,0
OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",-7.6626387,0
OFF-ST-10000777,"Companion Letter/Legal File, Black",38.30869,0
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",-199.88367,1
OFF-AR-10003156,50 Colored Long Pencils,8.760891,0
OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,16.204655,0
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-28.081133,1
OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",3.2993963,0
OFF-ST-10002276,Safco Steel Mobile File Cart,12.612341,0
TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,-708.4348,1
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",-14.673677,0
OFF-PA-10003790,Xerox 1991,92.53268,0
OFF-PA-10000697,"TOPS Voice Message Log Book, Flash Format",5.334217,0
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),9.109987,0
OFF-SU-10001935,Staples,2.4056203,0
OFF-LA-10000443,Avery 501,2.047498,0
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",58.82768,0
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",-54.28791,1
OFF-AR-10003056,Newell 341,4.7146044,0
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,95.24613,0
OFF-AR-10001955,Newell 319,35.951862,0
OFF-PA-10003302,Xerox 1906,28.834871,0
OFF-AR-10003727,Berol Giant Pencil Sharpener,6.742811,0
OFF-PA-10003641,Xerox 1909,32.231216,0
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",2.252418,0
TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,12.111895,0
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.764579,0
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-29.364723,1
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,-30.0655,0
OFF-PA-10004983,Xerox 23,10.433773,0
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,9.506433,0
OFF-BI-10000138,Acco Translucent Poly Ring Binders,-6.675084,0
OFF-LA-10002312,Avery 490,3.7580304,0
OFF-LA-10004272,Avery 482,-1.5302148,0
OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",4.176236,0
FUR-FU-10001706,Longer-Life Soft White Bulbs,3.5934467,0
FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",13.604383,0
OFF-PA-10004255,Xerox 219,23.698233,0
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",133.66791,0
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",7.0823555,0
TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,8.788068,0
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,53.20656,1
FUR-FU-10001940,Staples,23.179445,0
OFF-AR-10003469,Nontoxic Chalk,1.227657,0
OFF-PA-10000157,Xerox 191,11.013664,0
TEC-PH-10001305,Panasonic KX TS208W Corded phone,131.84778,0
OFF-ST-10002743,SAFCO Boltless Steel Shelving,-132.50562,1
OFF-PA-10000528,Xerox 1981,4.9991684,0
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,0.8388789,0
OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,3.8465858,0
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.089252,0
OFF-PA-10000528,Xerox 1981,9.877214,0
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,14.912966,0
TEC-AC-10002076,Microsoft Natural Keyboard Elite,19.217539,0
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,-1.9768907,0
OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",2.326909,0
OFF-PA-10002160,Xerox 1978,8.346065,0
OFF-PA-10004255,Xerox 219,3.8716652,0
TEC-PH-10001459,Samsung Galaxy Mega 6.3,1.2166702,1
OFF-SU-10004115,Acme Stainless Steel Office Snips,1.7154057,0
OFF-PA-10001534,Xerox 230,6.0564346,0
OFF-PA-10003936,Xerox 1994,12.857132,0
OFF-PA-10000474,Staples,50.52506,0
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,47.86322,0
OFF-ST-10001496,Standard Rollaway File with Lock,93.23991,1
OFF-EN-10004459,Security-Tint Envelopes,5.417144,0
OFF-PA-10001471,Strathmore Photo Frame Cards,27.870413,0
OFF-PA-10004475,Xerox 1940,100.44304,0
TEC-PH-10004071,PayAnywhere Card Reader,7.9598904,0
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,269.2697,1
OFF-PA-10004609,Xerox 221,6.722435,0
OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,-1.39753,0
OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",1.8630968,0
OFF-PA-10002986,Xerox 1898,4.5106735,0
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",-31.667189,1
TEC-AC-10001432,Enermax Aurora Lite Keyboard,176.11392,0
OFF-AR-10001545,Newell 326,0.5322994,0
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,3.3838687,0
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",18.64798,0
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",3.4922998,0
TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,0.035842936,0
OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,-1.1149079,0
TEC-MA-10002412,Cisco TelePresence System EX90 Videoconferencing Unit,1179.8871,1
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,-26.7036,1
OFF-ST-10001034,Eldon File Chest Portable File,-5.7519846,0
OFF-PA-10001293,Xerox 1946,5.726614,0
OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",31.729467,0
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",0.28884616,0
TEC-PH-10002103,Jabra SPEAK 410,11.179136,1
OFF-FA-10002815,Staples,2.5356934,0
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,-4.245408,0
OFF-PA-10002581,Xerox 1951,26.075373,0
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,6.2575083,0
OFF-BI-10003529,Avery Round Ring Poly Binders,2.1623657,0
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,983.595,1
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",6.9686995,0
OFF-LA-10001934,Avery 516,28.448305,0
FUR-BO-10001798,Bush Somerset Collection Bookcase,58.28381,0
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,62.05772,0
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,9.522122,0
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,0.7939326,0
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,56.076023,1
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",2.0413702,0
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,24.82248,0
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",-9.062976,1
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,-83.55987,1
FUR-FU-10004973,Flat Face Poster Frame,-11.576095,0
TEC-CO-10001943,Canon PC-428 Personal Copier,149.95988,1
OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",2.8887694,0
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,-86.729744,1
OFF-PA-10000062,Green Bar Computer Printout Paper,78.90189,0
OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.2102346,0
OFF-PA-10002377,Xerox 1916,30.25104,0
TEC-AC-10001590,Dell Slim USB Multimedia Keyboard,21.136658,0
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",43.23506,0
TEC-PH-10003174,RCA ViSYS 25825 Wireless digital phone,39.257694,0
TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,0.534582,0
OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,-2.4792833,0
TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,14.003814,0
OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,-3.4669673,0
OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,16.177454,0
OFF-FA-10001561,Stockwell Push Pins,2.753333,0
OFF-BI-10000546,Avery Durable Binders,6.6163874,0
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",-21.867586,0
OFF-AR-10004078,Newell 312,1.8650984,0
OFF-LA-10001297,Avery 473,8.677695,0
OFF-PA-10001125,Xerox 1988,26.000196,0
TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,4.0803337,0
OFF-AR-10003829,Newell 35,2.3776867,0
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,310.76984,1
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,7.86763,0
TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,60.377644,0
TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,63.89747,1
OFF-ST-10000419,"Rogers Jumbo File, Granite",7.0860176,0
OFF-AP-10001293,Belkin 8 Outlet Surge Protector,20.71526,0
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",3.6797435,0
OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",7.1966496,0
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,10.445842,0
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,-12.183797,1
TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,20.37295,1
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,35.962208,0
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,0.98699534,0
OFF-PA-10001019,Xerox 1884,28.252735,0
TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",2.881271,0
OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,51.73355,0
OFF-ST-10004946,Desktop 3-Pocket Hot File,-2.0947487,0
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,32.642593,0
OFF-ST-10003716,Tennsco Double-Tier Lockers,-45.481293,1
FUR-CH-10000785,Global Ergonomic Managers Chair,31.257483,1
TEC-AC-10001109,Logitech Trackman Marble Mouse,23.31526,0
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",13.983467,0
OFF-LA-10004559,Avery 49,4.08836,0
OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.7686796,0
OFF-AR-10002833,Newell 322,2.3279598,0
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",-102.981606,0
OFF-PA-10004735,Xerox 1905,18.769104,0
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",210.00879,1
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",38.482788,0
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",-13.86069,0
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,19.960262,0
TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,5.8492002,0
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),14.9386635,0
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,3.7707462,0
TEC-PH-10002584,Samsung Galaxy S4,221.20477,1
OFF-BI-10002353,GBC VeloBind Cover Sets,-17.728914,0
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,10.100495,0
TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,91.891815,0
OFF-FA-10003472,Bagged Rubber Bands,3.4307292,0
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,4.599859,0
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",5.4432755,0
TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",-1623.3597,1
OFF-LA-10004544,Avery 505,14.541181,0
OFF-AR-10000896,Newell 329,0.8894998,0
OFF-ST-10004180,Safco Commercial Shelving,-5.073408,0
OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",7.3182096,0
TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,151.82584,0
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,625.10284,1
OFF-PA-10003656,Xerox 1935,20.71544,0
OFF-PA-10000477,Xerox 22,9.5894165,0
OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,16.004066,0
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,90.42332,0
OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,6.3691425,0
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",16.19496,0
OFF-PA-10002586,Xerox 1970,7.2604885,0
TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",18.132587,0
OFF-BI-10004040,Wilson Jones Impact Binders,3.3692622,0
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",-0.1914096,0
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",26.108034,0
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,4.7127714,0
OFF-LA-10001474,Avery 477,12.168327,0
TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,-0.44387156,0
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",62.44422,1
OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",11.576821,0
OFF-PA-10000357,Xerox 1888,49.7562,1
OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,0.81295705,0
OFF-LA-10003190,Avery 474,3.1833086,0
FUR-FU-10001935,3M Hangers With Command Adhesive,0.7250755,0
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,69.35118,1
OFF-AR-10001573,American Pencil,2.805368,0
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,17.120373,0
OFF-LA-10003121,Avery 506,6.4463234,0
TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,22.387833,0
OFF-BI-10004364,Storex Dura Pro Binders,14.118767,0
OFF-BI-10002557,Presstex Flexible Ring Binders,-3.1612842,0
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.4083378,0
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,231.77385,1
TEC-PH-10000730,Samsung Galaxy S4 Active,945.9141,1
FUR-TA-10002645,Hon Rectangular Conference Tables,-117.8338,1
OFF-LA-10004544,Avery 505,10.186719,0
OFF-FA-10003112,Staples,6.3495016,0
OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,35.991497,0
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",22.41594,0
OFF-PA-10004782,Xerox 228,6.116872,0
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",-207.64575,0
OFF-ST-10004507,Advantus Rolling Storage Box,14.104425,0
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,31.900688,0
OFF-SU-10001225,Staples,0.406782,0
OFF-PA-10000859,Unpadded Memo Slips,3.0787008,0
OFF-BI-10002072,Cardinal Slant-D Ring Binders,-5.401807,0
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,48.894955,0
TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",10.241536,0
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,10.043259,0
OFF-ST-10000649,Hanging Personal Folder File,1.1868331,0
OFF-SU-10001574,Acme Value Line Scissors,3.1017232,0
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,17.243994,0
FUR-FU-10004864,Eldon 500 Class Desk Accessories,0.048283577,0
